HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation
"102.100",CFGLOC101686,"Posey Creek Nitrate Analyzer S2","2010-01-01T00:00:00Z",,CFGLOC101686,"Posey Creek Nitrate Analyzer S2","2010-01-01T00:00:00Z",,-0.01,-0.12,0.20,0.00,0.00,0.00,38.895193,-78.147862,271.86
