startDateTime,endDateTime,surfWaterNitrateMean,surfWaterNitrateMinimum,surfWaterNitrateMaximum,surfWaterNitrateVariance,surfWaterNitrateNumPts,surfWaterNitrateExpUncert,surfWaterNitrateStdErMean,finalQF
"2020-05-08T23:00:00Z","2020-05-08T23:15:00Z",13.4,13.2,13.6,0.02,11,1.33,0.04,0
"2020-05-08T23:15:00Z","2020-05-08T23:30:00Z",13.4,13.2,13.8,0.03,11,1.34,0.05,0
"2020-05-08T23:30:00Z","2020-05-08T23:45:00Z",13.5,13.1,13.7,0.02,11,1.34,0.05,0
"2020-05-08T23:45:00Z","2020-05-09T00:00:00Z",13.3,12.9,13.6,0.04,11,1.34,0.06,0
"2020-05-09T00:00:00Z","2020-05-09T00:15:00Z",13.4,13.2,13.8,0.02,11,1.34,0.05,0
"2020-05-09T00:15:00Z","2020-05-09T00:30:00Z",13.4,13.1,13.6,0.03,11,1.34,0.05,0
"2020-05-09T00:30:00Z","2020-05-09T00:45:00Z",13.3,13.1,13.5,0.02,11,1.34,0.05,0
"2020-05-09T00:45:00Z","2020-05-09T01:00:00Z",13.2,13.0,13.4,0.02,11,1.33,0.04,0
"2020-05-09T01:00:00Z","2020-05-09T01:15:00Z",13.1,12.9,13.4,0.03,11,1.34,0.05,0
"2020-05-09T01:15:00Z","2020-05-09T01:30:00Z",13.0,12.8,13.3,0.02,11,1.33,0.04,0
"2020-05-09T01:30:00Z","2020-05-09T01:45:00Z",13.1,12.9,13.4,0.02,11,1.33,0.04,0
"2020-05-09T01:45:00Z","2020-05-09T02:00:00Z",13.0,12.7,13.2,0.02,11,1.33,0.04,0
"2020-05-09T02:00:00Z","2020-05-09T02:15:00Z",13.0,12.8,13.2,0.01,11,1.33,0.04,0
"2020-05-09T02:15:00Z","2020-05-09T02:30:00Z",12.9,12.6,13.3,0.05,11,1.34,0.07,0
"2020-05-09T02:30:00Z","2020-05-09T02:45:00Z",12.9,12.7,13.3,0.03,11,1.34,0.05,0
"2020-05-09T02:45:00Z","2020-05-09T03:00:00Z",12.7,12.6,13.0,0.02,11,1.33,0.04,0
"2020-05-09T03:00:00Z","2020-05-09T03:15:00Z",12.8,12.5,13.3,0.04,11,1.34,0.06,0
"2020-05-09T03:15:00Z","2020-05-09T03:30:00Z",12.8,12.6,13.0,0.02,11,1.33,0.04,0
"2020-05-09T03:30:00Z","2020-05-09T03:45:00Z",12.7,12.6,12.9,0.01,11,1.33,0.04,0
"2020-05-09T03:45:00Z","2020-05-09T04:00:00Z",12.7,12.3,12.9,0.03,11,1.34,0.05,0
"2020-05-09T04:00:00Z","2020-05-09T04:15:00Z",12.6,12.4,12.8,0.02,11,1.33,0.04,0
"2020-05-09T04:15:00Z","2020-05-09T04:30:00Z",12.6,12.3,12.8,0.01,11,1.33,0.03,0
"2020-05-09T04:30:00Z","2020-05-09T04:45:00Z",12.6,12.3,13.0,0.05,11,1.34,0.07,0
"2020-05-09T04:45:00Z","2020-05-09T05:00:00Z",12.5,12.3,12.8,0.02,11,1.33,0.04,0
"2020-05-09T05:00:00Z","2020-05-09T05:15:00Z",12.5,12.3,12.8,0.02,11,1.34,0.05,0
"2020-05-09T05:15:00Z","2020-05-09T05:30:00Z",12.4,12.3,12.6,0.01,11,1.33,0.03,0
"2020-05-09T05:30:00Z","2020-05-09T05:45:00Z",12.5,12.1,12.8,0.04,11,1.34,0.06,0
"2020-05-09T05:45:00Z","2020-05-09T06:00:00Z",12.4,12.2,12.6,0.02,11,1.34,0.05,0
"2020-05-09T06:00:00Z","2020-05-09T06:15:00Z",12.3,12.0,12.6,0.03,11,1.34,0.06,0
"2020-05-09T06:15:00Z","2020-05-09T06:30:00Z",12.4,12.0,12.6,0.03,11,1.34,0.05,0
"2020-05-09T06:30:00Z","2020-05-09T06:45:00Z",12.4,12.1,12.6,0.02,11,1.33,0.04,0
"2020-05-09T06:45:00Z","2020-05-09T07:00:00Z",12.2,11.9,12.4,0.02,11,1.33,0.04,0
"2020-05-09T07:00:00Z","2020-05-09T07:15:00Z",12.2,12.0,12.4,0.02,11,1.33,0.04,0
"2020-05-09T07:15:00Z","2020-05-09T07:30:00Z",12.2,12.0,12.4,0.01,11,1.33,0.04,0
"2020-05-09T07:30:00Z","2020-05-09T07:45:00Z",12.1,11.8,12.3,0.02,11,1.34,0.05,0
"2020-05-09T07:45:00Z","2020-05-09T08:00:00Z",12.1,11.8,12.3,0.03,11,1.34,0.05,0
"2020-05-09T08:00:00Z","2020-05-09T08:15:00Z",12.0,11.7,12.3,0.03,11,1.34,0.06,0
"2020-05-09T08:15:00Z","2020-05-09T08:30:00Z",12.1,11.9,12.5,0.03,11,1.34,0.05,0
"2020-05-09T08:30:00Z","2020-05-09T08:45:00Z",12.0,11.7,12.2,0.02,11,1.33,0.04,0
"2020-05-09T08:45:00Z","2020-05-09T09:00:00Z",12.0,11.7,12.3,0.03,11,1.34,0.05,0
"2020-05-09T09:00:00Z","2020-05-09T09:15:00Z",12.0,11.6,12.3,0.04,11,1.34,0.06,0
"2020-05-09T09:15:00Z","2020-05-09T09:30:00Z",11.8,11.6,12.1,0.02,11,1.34,0.05,0
"2020-05-09T09:30:00Z","2020-05-09T09:45:00Z",11.8,11.4,12.0,0.03,11,1.34,0.05,0
"2020-05-09T09:45:00Z","2020-05-09T10:00:00Z",11.7,11.3,12.0,0.04,11,1.34,0.06,0
"2020-05-09T10:00:00Z","2020-05-09T10:15:00Z",11.7,11.5,11.9,0.01,11,1.33,0.03,0
"2020-05-09T10:15:00Z","2020-05-09T10:30:00Z",11.8,11.5,12.1,0.03,11,1.34,0.05,0
"2020-05-09T10:30:00Z","2020-05-09T10:45:00Z",11.6,11.3,12.0,0.04,11,1.34,0.06,0
"2020-05-09T10:45:00Z","2020-05-09T11:00:00Z",11.7,11.5,11.9,0.02,11,1.33,0.04,0
"2020-05-09T11:00:00Z","2020-05-09T11:15:00Z",11.6,11.2,11.9,0.04,11,1.34,0.06,0
"2020-05-09T11:15:00Z","2020-05-09T11:30:00Z",11.5,11.2,11.8,0.03,11,1.34,0.05,0
"2020-05-09T11:30:00Z","2020-05-09T11:45:00Z",11.6,11.2,11.9,0.03,11,1.34,0.05,0
"2020-05-09T11:45:00Z","2020-05-09T12:00:00Z",11.6,11.4,11.8,0.02,11,1.34,0.05,0
"2020-05-09T12:00:00Z","2020-05-09T12:15:00Z",11.5,11.3,11.8,0.02,11,1.33,0.04,0
"2020-05-09T12:15:00Z","2020-05-09T12:30:00Z",11.6,11.3,11.9,0.02,11,1.34,0.05,0
"2020-05-09T12:30:00Z","2020-05-09T12:45:00Z",11.5,11.2,11.8,0.03,11,1.34,0.05,0
"2020-05-09T12:45:00Z","2020-05-09T13:00:00Z",11.5,11.3,11.8,0.01,11,1.33,0.03,0
"2020-05-09T13:00:00Z","2020-05-09T13:15:00Z",11.5,11.2,11.6,0.01,11,1.33,0.03,0
"2020-05-09T13:15:00Z","2020-05-09T13:30:00Z",11.4,11.2,11.5,0.01,11,1.33,0.03,0
"2020-05-09T13:30:00Z","2020-05-09T13:45:00Z",11.3,11.0,11.6,0.04,11,1.34,0.06,0
"2020-05-09T13:45:00Z","2020-05-09T14:00:00Z",11.3,11.0,11.7,0.04,11,1.34,0.06,0
"2020-05-09T14:00:00Z","2020-05-09T14:15:00Z",11.3,11.0,11.5,0.03,11,1.34,0.05,0
"2020-05-09T14:15:00Z","2020-05-09T14:30:00Z",11.3,10.9,11.5,0.03,11,1.34,0.05,0
"2020-05-09T14:30:00Z","2020-05-09T14:45:00Z",11.3,11.1,11.4,0.01,11,1.33,0.03,0
"2020-05-09T14:45:00Z","2020-05-09T15:00:00Z",11.2,11.0,11.4,0.02,11,1.33,0.04,0
"2020-05-09T15:00:00Z","2020-05-09T15:15:00Z",11.1,10.9,11.4,0.03,11,1.34,0.05,0
"2020-05-09T15:15:00Z","2020-05-09T15:30:00Z",11.0,10.8,11.3,0.02,11,1.34,0.05,0
"2020-05-09T15:30:00Z","2020-05-09T15:45:00Z",11.0,10.7,11.2,0.01,11,1.33,0.03,0
"2020-05-09T15:45:00Z","2020-05-09T16:00:00Z",10.9,10.7,11.2,0.03,11,1.34,0.05,0
"2020-05-09T16:00:00Z","2020-05-09T16:15:00Z",10.9,10.7,11.1,0.02,11,1.33,0.04,0
"2020-05-09T16:15:00Z","2020-05-09T16:30:00Z",10.8,10.6,10.9,0.02,11,1.33,0.04,0
"2020-05-09T16:30:00Z","2020-05-09T16:45:00Z",10.8,10.7,10.9,0.01,11,1.33,0.03,0
"2020-05-09T16:45:00Z","2020-05-09T17:00:00Z",10.7,10.4,11.0,0.03,11,1.34,0.05,0
"2020-05-09T17:00:00Z","2020-05-09T17:15:00Z",10.6,10.4,10.8,0.02,11,1.33,0.04,0
"2020-05-09T17:15:00Z","2020-05-09T17:30:00Z",10.6,10.4,10.8,0.03,11,1.34,0.05,0
"2020-05-09T17:30:00Z","2020-05-09T17:45:00Z",10.7,10.5,11.0,0.03,11,1.34,0.05,0
"2020-05-09T17:45:00Z","2020-05-09T18:00:00Z",10.6,10.4,10.9,0.03,11,1.34,0.05,0
"2020-05-09T18:00:00Z","2020-05-09T18:15:00Z",10.7,10.6,10.9,0.01,11,1.33,0.03,0
"2020-05-09T18:15:00Z","2020-05-09T18:30:00Z",10.7,10.5,11.0,0.02,11,1.33,0.04,0
"2020-05-09T18:30:00Z","2020-05-09T18:45:00Z",10.5,10.3,10.7,0.02,11,1.33,0.04,0
"2020-05-09T18:45:00Z","2020-05-09T19:00:00Z",10.5,10.3,10.6,0.01,11,1.33,0.03,0
"2020-05-09T19:00:00Z","2020-05-09T19:15:00Z",10.5,10.3,10.7,0.02,11,1.33,0.04,0
"2020-05-09T19:15:00Z","2020-05-09T19:30:00Z",10.4,10.3,10.6,0.01,11,1.33,0.03,0
"2020-05-09T19:30:00Z","2020-05-09T19:45:00Z",10.4,10.2,10.5,0.01,11,1.33,0.03,0
"2020-05-09T19:45:00Z","2020-05-09T20:00:00Z",10.3,10.1,10.5,0.02,11,1.33,0.04,0
"2020-05-09T20:00:00Z","2020-05-09T20:15:00Z",10.3,10.2,10.6,0.01,11,1.33,0.03,0
"2020-05-09T20:15:00Z","2020-05-09T20:30:00Z",10.4,10.2,10.7,0.02,11,1.33,0.04,0
"2020-05-09T20:30:00Z","2020-05-09T20:45:00Z",10.3,10.2,10.5,0.01,11,1.33,0.03,0
"2020-05-09T20:45:00Z","2020-05-09T21:00:00Z",10.3,10.2,10.5,0.01,11,1.33,0.03,0
"2020-05-09T21:00:00Z","2020-05-09T21:15:00Z",10.3,10.1,10.4,0.01,11,1.33,0.03,0
"2020-05-09T21:15:00Z","2020-05-09T21:30:00Z",10.2,10.0,10.4,0.02,11,1.33,0.04,0
"2020-05-09T21:30:00Z","2020-05-09T21:45:00Z",10.2,9.9,10.4,0.03,11,1.34,0.05,0
"2020-05-09T21:45:00Z","2020-05-09T22:00:00Z",10.2,9.9,10.5,0.04,11,1.34,0.06,0
"2020-05-09T22:00:00Z","2020-05-09T22:15:00Z",10.2,10.0,10.3,0.01,11,1.33,0.03,0
"2020-05-09T22:15:00Z","2020-05-09T22:30:00Z",10.3,10.1,10.6,0.02,11,1.34,0.05,0
"2020-05-09T22:30:00Z","2020-05-09T22:45:00Z",10.2,9.9,10.4,0.02,11,1.34,0.05,0
"2020-05-09T22:45:00Z","2020-05-09T23:00:00Z",10.2,10.0,10.4,0.03,11,1.34,0.05,0
"2020-05-09T23:00:00Z","2020-05-09T23:15:00Z",10.3,10.1,10.6,0.03,11,1.34,0.05,0
"2020-05-09T23:15:00Z","2020-05-09T23:30:00Z",10.3,9.9,10.5,0.03,11,1.34,0.05,0
"2020-05-09T23:30:00Z","2020-05-09T23:45:00Z",10.4,10.2,10.6,0.03,11,1.34,0.05,0
"2020-05-09T23:45:00Z","2020-05-10T00:00:00Z",10.4,10.1,10.6,0.02,11,1.34,0.05,0
"2020-05-10T00:00:00Z","2020-05-10T00:15:00Z",10.5,10.3,10.6,0.02,11,1.33,0.04,0
"2020-05-10T00:15:00Z","2020-05-10T00:30:00Z",10.5,10.4,10.7,0.01,11,1.33,0.03,0
"2020-05-10T00:30:00Z","2020-05-10T00:45:00Z",10.6,10.4,10.8,0.01,11,1.33,0.04,0
"2020-05-10T00:45:00Z","2020-05-10T01:00:00Z",10.7,10.5,10.8,0.01,11,1.33,0.03,0
"2020-05-10T01:00:00Z","2020-05-10T01:15:00Z",10.8,10.6,11.0,0.01,11,1.33,0.03,0
"2020-05-10T01:15:00Z","2020-05-10T01:30:00Z",10.8,10.6,11.1,0.03,11,1.34,0.05,0
"2020-05-10T01:30:00Z","2020-05-10T01:45:00Z",10.9,10.8,11.1,0.01,11,1.33,0.03,0
"2020-05-10T01:45:00Z","2020-05-10T02:00:00Z",10.9,10.6,11.2,0.03,11,1.34,0.05,0
"2020-05-10T02:00:00Z","2020-05-10T02:15:00Z",10.8,10.6,11.0,0.02,11,1.33,0.04,0
"2020-05-10T02:15:00Z","2020-05-10T02:30:00Z",10.9,10.6,11.2,0.02,11,1.34,0.05,0
"2020-05-10T02:30:00Z","2020-05-10T02:45:00Z",10.8,10.4,11.1,0.04,11,1.34,0.06,0
"2020-05-10T02:45:00Z","2020-05-10T03:00:00Z",10.8,10.6,11.0,0.02,11,1.33,0.04,0
"2020-05-10T03:00:00Z","2020-05-10T03:15:00Z",10.9,10.6,11.1,0.03,11,1.34,0.05,0
"2020-05-10T03:15:00Z","2020-05-10T03:30:00Z",10.8,10.6,11.1,0.02,11,1.33,0.04,0
"2020-05-10T03:30:00Z","2020-05-10T03:45:00Z",10.8,10.6,11.0,0.03,11,1.34,0.05,0
"2020-05-10T03:45:00Z","2020-05-10T04:00:00Z",10.9,10.7,11.1,0.02,11,1.33,0.04,0
"2020-05-10T04:00:00Z","2020-05-10T04:15:00Z",10.9,10.7,11.1,0.01,11,1.33,0.04,0
"2020-05-10T04:15:00Z","2020-05-10T04:30:00Z",10.8,10.5,11.1,0.03,11,1.34,0.05,0
"2020-05-10T04:30:00Z","2020-05-10T04:45:00Z",10.8,10.7,11.0,0.01,11,1.33,0.03,0
"2020-05-10T04:45:00Z","2020-05-10T05:00:00Z",10.7,10.4,10.9,0.02,11,1.34,0.05,0
"2020-05-10T05:00:00Z","2020-05-10T05:15:00Z",10.7,10.4,10.9,0.02,11,1.33,0.04,0
"2020-05-10T05:15:00Z","2020-05-10T05:30:00Z",10.8,10.6,11.0,0.02,11,1.33,0.04,0
"2020-05-10T05:30:00Z","2020-05-10T05:45:00Z",10.8,10.3,11.0,0.06,11,1.34,0.07,0
"2020-05-10T05:45:00Z","2020-05-10T06:00:00Z",10.8,10.4,11.0,0.02,11,1.33,0.04,0
"2020-05-10T06:00:00Z","2020-05-10T06:15:00Z",10.7,10.4,11.0,0.03,11,1.34,0.05,0
"2020-05-10T06:15:00Z","2020-05-10T06:30:00Z",10.8,10.7,10.9,0.00,11,1.33,0.02,0
"2020-05-10T06:30:00Z","2020-05-10T06:45:00Z",10.8,10.6,11.0,0.01,11,1.33,0.04,0
"2020-05-10T06:45:00Z","2020-05-10T07:00:00Z",10.7,10.4,10.8,0.02,11,1.33,0.04,0
"2020-05-10T07:00:00Z","2020-05-10T07:15:00Z",10.7,10.3,10.9,0.03,11,1.34,0.05,0
"2020-05-10T07:15:00Z","2020-05-10T07:30:00Z",10.8,10.6,11.1,0.02,11,1.34,0.04,0
"2020-05-10T07:30:00Z","2020-05-10T07:45:00Z",10.7,10.5,10.9,0.02,11,1.33,0.04,0
"2020-05-10T07:45:00Z","2020-05-10T08:00:00Z",10.7,10.5,11.0,0.02,11,1.33,0.04,0
"2020-05-10T08:00:00Z","2020-05-10T08:15:00Z",10.7,10.6,10.9,0.01,11,1.33,0.03,0
"2020-05-10T08:15:00Z","2020-05-10T08:30:00Z",10.8,10.6,11.1,0.03,11,1.34,0.06,0
"2020-05-10T08:30:00Z","2020-05-10T08:45:00Z",10.8,10.4,11.0,0.03,11,1.34,0.06,0
"2020-05-10T08:45:00Z","2020-05-10T09:00:00Z",10.8,10.5,10.9,0.02,11,1.33,0.04,0
"2020-05-10T09:00:00Z","2020-05-10T09:15:00Z",10.7,10.5,10.8,0.01,11,1.33,0.03,0
"2020-05-10T09:15:00Z","2020-05-10T09:30:00Z",10.7,10.5,11.0,0.02,11,1.33,0.04,0
"2020-05-10T09:30:00Z","2020-05-10T09:45:00Z",10.8,10.6,11.2,0.03,11,1.34,0.05,0
"2020-05-10T09:45:00Z","2020-05-10T10:00:00Z",10.8,10.6,11.1,0.02,11,1.34,0.04,0
"2020-05-10T10:00:00Z","2020-05-10T10:15:00Z",10.7,10.5,11.0,0.02,11,1.34,0.04,0
"2020-05-10T10:15:00Z","2020-05-10T10:30:00Z",10.8,10.7,11.0,0.01,11,1.33,0.03,0
"2020-05-10T10:30:00Z","2020-05-10T10:45:00Z",10.7,10.6,11.0,0.01,11,1.33,0.03,0
"2020-05-10T10:45:00Z","2020-05-10T11:00:00Z",10.7,10.6,10.9,0.01,10,1.33,0.02,0
"2020-05-10T11:00:00Z","2020-05-10T11:15:00Z",10.6,10.4,10.9,0.02,11,1.33,0.04,0
"2020-05-10T11:15:00Z","2020-05-10T11:30:00Z",10.7,10.5,10.8,0.01,11,1.33,0.03,0
"2020-05-10T11:30:00Z","2020-05-10T11:45:00Z",10.6,10.3,10.8,0.02,11,1.34,0.05,0
"2020-05-10T11:45:00Z","2020-05-10T12:00:00Z",10.6,10.4,10.7,0.01,11,1.33,0.02,0
"2020-05-10T12:00:00Z","2020-05-10T12:15:00Z",10.6,10.3,10.7,0.01,11,1.33,0.03,0
"2020-05-10T12:15:00Z","2020-05-10T12:30:00Z",10.5,10.2,10.7,0.03,11,1.34,0.05,0
"2020-05-10T12:30:00Z","2020-05-10T12:45:00Z",10.4,10.1,10.7,0.02,11,1.34,0.04,0
"2020-05-10T12:45:00Z","2020-05-10T13:00:00Z",10.4,10.3,10.6,0.01,11,1.33,0.03,0
"2020-05-10T13:00:00Z","2020-05-10T13:15:00Z",10.5,10.2,10.7,0.01,11,1.33,0.04,0
"2020-05-10T13:15:00Z","2020-05-10T13:30:00Z",10.4,10.3,10.6,0.01,11,1.33,0.03,0
"2020-05-10T13:30:00Z","2020-05-10T13:45:00Z",10.5,10.3,10.7,0.01,11,1.33,0.04,0
"2020-05-10T13:45:00Z","2020-05-10T14:00:00Z",10.4,10.1,10.6,0.02,11,1.33,0.04,0
"2020-05-10T14:00:00Z","2020-05-10T14:15:00Z",10.4,10.2,10.7,0.03,11,1.34,0.05,0
"2020-05-10T14:15:00Z","2020-05-10T14:30:00Z",10.3,10.2,10.6,0.01,11,1.33,0.03,0
"2020-05-10T14:30:00Z","2020-05-10T14:45:00Z",10.3,9.9,10.7,0.05,11,1.34,0.06,0
"2020-05-10T14:45:00Z","2020-05-10T15:00:00Z",10.4,10.0,10.6,0.03,11,1.34,0.06,0
"2020-05-10T15:00:00Z","2020-05-10T15:15:00Z",10.2,9.9,10.4,0.03,11,1.34,0.05,0
"2020-05-10T15:15:00Z","2020-05-10T15:30:00Z",10.3,10.0,10.4,0.02,11,1.33,0.04,0
"2020-05-10T15:30:00Z","2020-05-10T15:45:00Z",10.2,9.9,10.4,0.02,11,1.34,0.05,0
"2020-05-10T15:45:00Z","2020-05-10T16:00:00Z",10.2,9.9,10.4,0.02,11,1.33,0.04,0
"2020-05-10T16:00:00Z","2020-05-10T16:15:00Z",10.1,9.8,10.3,0.02,11,1.33,0.04,0
"2020-05-10T16:15:00Z","2020-05-10T16:30:00Z",10.0,9.8,10.3,0.02,11,1.33,0.04,0
"2020-05-10T16:30:00Z","2020-05-10T16:45:00Z",10.0,9.8,10.2,0.02,11,1.33,0.04,0
"2020-05-10T16:45:00Z","2020-05-10T17:00:00Z",10.1,9.8,10.4,0.03,11,1.34,0.05,0
"2020-05-10T17:00:00Z","2020-05-10T17:15:00Z",9.9,9.7,10.1,0.01,11,1.33,0.03,0
"2020-05-10T17:15:00Z","2020-05-10T17:30:00Z",10.0,9.8,10.2,0.02,11,1.33,0.04,0
"2020-05-10T17:30:00Z","2020-05-10T17:45:00Z",9.8,9.7,9.9,0.01,11,1.33,0.03,0
"2020-05-10T17:45:00Z","2020-05-10T18:00:00Z",9.9,9.7,10.2,0.03,11,1.34,0.05,0
"2020-05-10T18:00:00Z","2020-05-10T18:15:00Z",9.9,9.7,10.0,0.02,11,1.33,0.04,0
"2020-05-10T18:15:00Z","2020-05-10T18:30:00Z",9.9,9.6,10.1,0.02,11,1.33,0.04,0
"2020-05-10T18:30:00Z","2020-05-10T18:45:00Z",9.8,9.7,9.9,0.01,11,1.33,0.03,0
"2020-05-10T18:45:00Z","2020-05-10T19:00:00Z",9.8,9.6,10.1,0.01,11,1.33,0.04,0
"2020-05-10T19:00:00Z","2020-05-10T19:15:00Z",9.7,9.5,9.9,0.02,11,1.33,0.04,0
"2020-05-10T19:15:00Z","2020-05-10T19:30:00Z",9.7,9.4,10.0,0.04,11,1.34,0.06,0
"2020-05-10T19:30:00Z","2020-05-10T19:45:00Z",9.7,9.3,9.9,0.03,11,1.34,0.05,0
"2020-05-10T19:45:00Z","2020-05-10T20:00:00Z",9.7,9.6,9.9,0.01,11,1.33,0.03,0
"2020-05-10T20:00:00Z","2020-05-10T20:15:00Z",9.7,9.5,10.0,0.02,11,1.34,0.05,0
"2020-05-10T20:15:00Z","2020-05-10T20:30:00Z",9.7,9.5,9.9,0.02,11,1.33,0.04,0
"2020-05-10T20:30:00Z","2020-05-10T20:45:00Z",9.7,9.4,10.0,0.04,11,1.34,0.06,0
"2020-05-10T20:45:00Z","2020-05-10T21:00:00Z",9.8,9.6,10.0,0.01,11,1.33,0.03,0
"2020-05-10T21:00:00Z","2020-05-10T21:15:00Z",9.9,9.7,10.2,0.03,11,1.34,0.05,0
"2020-05-10T21:15:00Z","2020-05-10T21:30:00Z",9.9,9.7,10.3,0.03,11,1.34,0.05,0
"2020-05-10T21:30:00Z","2020-05-10T21:45:00Z",10.0,9.8,10.4,0.03,11,1.34,0.05,0
"2020-05-10T21:45:00Z","2020-05-10T22:00:00Z",10.0,9.8,10.2,0.02,11,1.33,0.04,0
"2020-05-10T22:00:00Z","2020-05-10T22:15:00Z",10.1,9.8,10.4,0.03,11,1.34,0.06,0
"2020-05-10T22:15:00Z","2020-05-10T22:30:00Z",10.1,9.9,10.3,0.02,11,1.33,0.04,0
"2020-05-10T22:30:00Z","2020-05-10T22:45:00Z",10.2,10.0,10.6,0.02,11,1.34,0.05,0
"2020-05-10T22:45:00Z","2020-05-10T23:00:00Z",10.5,10.3,10.8,0.02,11,1.33,0.04,0
"2020-05-10T23:00:00Z","2020-05-10T23:15:00Z",10.8,10.5,11.0,0.02,11,1.34,0.05,0
"2020-05-10T23:15:00Z","2020-05-10T23:30:00Z",10.9,10.4,11.1,0.06,11,1.34,0.07,0
"2020-05-10T23:30:00Z","2020-05-10T23:45:00Z",10.9,10.6,11.2,0.04,11,1.34,0.06,0
"2020-05-10T23:45:00Z","2020-05-11T00:00:00Z",10.9,10.7,11.2,0.02,11,1.33,0.04,0
"2020-05-11T00:00:00Z","2020-05-11T00:15:00Z",10.9,10.6,11.2,0.04,11,1.34,0.06,0
"2020-05-11T00:15:00Z","2020-05-11T00:30:00Z",10.9,10.6,11.1,0.02,11,1.33,0.04,0
"2020-05-11T00:30:00Z","2020-05-11T00:45:00Z",10.9,10.7,11.1,0.02,11,1.33,0.04,0
"2020-05-11T00:45:00Z","2020-05-11T01:00:00Z",11.0,10.7,11.3,0.03,11,1.34,0.05,0
"2020-05-11T01:00:00Z","2020-05-11T01:15:00Z",11.0,10.8,11.6,0.05,11,1.34,0.07,0
"2020-05-11T01:15:00Z","2020-05-11T01:30:00Z",10.9,10.8,11.0,0.00,11,1.33,0.02,0
"2020-05-11T01:30:00Z","2020-05-11T01:45:00Z",10.9,10.7,11.1,0.01,11,1.33,0.03,0
"2020-05-11T01:45:00Z","2020-05-11T02:00:00Z",10.9,10.7,11.2,0.02,11,1.33,0.04,0
"2020-05-11T02:00:00Z","2020-05-11T02:15:00Z",10.9,10.6,11.1,0.02,11,1.33,0.04,0
"2020-05-11T02:15:00Z","2020-05-11T02:30:00Z",10.9,10.5,11.1,0.03,11,1.34,0.05,0
"2020-05-11T02:30:00Z","2020-05-11T02:45:00Z",10.8,10.5,11.0,0.02,11,1.33,0.04,0
"2020-05-11T02:45:00Z","2020-05-11T03:00:00Z",10.8,10.6,11.1,0.02,11,1.33,0.04,0
"2020-05-11T03:00:00Z","2020-05-11T03:15:00Z",10.9,10.7,11.0,0.01,11,1.33,0.03,0
"2020-05-11T03:15:00Z","2020-05-11T03:30:00Z",10.8,10.6,11.0,0.02,11,1.33,0.04,0
"2020-05-11T03:30:00Z","2020-05-11T03:45:00Z",10.8,10.7,11.1,0.02,11,1.33,0.04,0
"2020-05-11T03:45:00Z","2020-05-11T04:00:00Z",10.7,10.4,11.0,0.03,11,1.34,0.05,0
"2020-05-11T04:00:00Z","2020-05-11T04:15:00Z",10.7,10.5,10.9,0.02,11,1.34,0.05,0
"2020-05-11T04:15:00Z","2020-05-11T04:30:00Z",10.7,10.3,11.1,0.05,11,1.34,0.07,0
"2020-05-11T04:30:00Z","2020-05-11T04:45:00Z",10.7,10.2,11.0,0.05,11,1.34,0.07,0
"2020-05-11T04:45:00Z","2020-05-11T05:00:00Z",10.9,10.7,11.1,0.03,11,1.34,0.05,0
"2020-05-11T05:00:00Z","2020-05-11T05:15:00Z",10.6,10.4,10.8,0.03,11,1.34,0.05,0
"2020-05-11T05:15:00Z","2020-05-11T05:30:00Z",10.6,10.2,10.8,0.03,11,1.34,0.06,0
"2020-05-11T05:30:00Z","2020-05-11T05:45:00Z",10.6,10.4,10.8,0.02,11,1.33,0.04,0
"2020-05-11T05:45:00Z","2020-05-11T06:00:00Z",10.6,10.3,10.8,0.03,11,1.34,0.05,0
"2020-05-11T06:00:00Z","2020-05-11T06:15:00Z",10.7,10.3,11.3,0.07,11,1.34,0.08,0
"2020-05-11T06:15:00Z","2020-05-11T06:30:00Z",10.5,10.4,10.6,0.01,10,1.33,0.02,0
"2020-05-11T06:30:00Z","2020-05-11T06:45:00Z",10.6,10.3,10.9,0.03,11,1.34,0.05,0
"2020-05-11T06:45:00Z","2020-05-11T07:00:00Z",10.6,10.3,10.8,0.02,11,1.34,0.05,0
"2020-05-11T07:00:00Z","2020-05-11T07:15:00Z",10.6,10.4,10.7,0.01,11,1.33,0.03,0
"2020-05-11T07:15:00Z","2020-05-11T07:30:00Z",10.5,10.2,10.7,0.03,11,1.34,0.05,0
"2020-05-11T07:30:00Z","2020-05-11T07:45:00Z",10.5,10.3,10.8,0.02,11,1.33,0.04,0
"2020-05-11T07:45:00Z","2020-05-11T08:00:00Z",10.5,10.3,10.7,0.02,11,1.33,0.04,0
"2020-05-11T08:00:00Z","2020-05-11T08:15:00Z",10.6,10.4,10.8,0.02,11,1.33,0.04,0
"2020-05-11T08:15:00Z","2020-05-11T08:30:00Z",10.4,10.2,10.7,0.03,11,1.34,0.05,0
"2020-05-11T08:30:00Z","2020-05-11T08:45:00Z",10.4,10.3,10.7,0.01,11,1.33,0.04,0
"2020-05-11T08:45:00Z","2020-05-11T09:00:00Z",10.4,10.1,10.6,0.02,11,1.33,0.04,0
"2020-05-11T09:00:00Z","2020-05-11T09:15:00Z",10.4,10.2,10.8,0.02,11,1.34,0.05,0
"2020-05-11T09:15:00Z","2020-05-11T09:30:00Z",10.4,10.3,10.7,0.02,11,1.33,0.04,0
"2020-05-11T09:30:00Z","2020-05-11T09:45:00Z",10.4,10.2,10.7,0.02,11,1.34,0.05,0
